user_id,user_screenname,user_name,user_location,user_bio,user_createdat,user_followers_count,user_friends_count,user_favourites_count,user_laststatus_date,user_laststatus_text,user_statuses_count,is_friend,am_following,days_laststatus
1302380502,shashankhalo7,Shashank Pathak,India,Data Science | A.I. | Python| Physics | Robots,03-26-2013,7,143,31,06-24-2019,"RT @facebookai: We're open sourcing PyRobot, a lightweight, high-level interface that lets #AI researchers get up and running with #robotic…",15,1,0,6
2978671,brucesharpe,Bruce Sharpe,"Vancouver, BC","Things, green things and learning",03-30-2007,2282,1390,33,06-22-2019,@elonmusk https://t.co/vN4k8UM9zd,2389,1,0,8
1.12836E+18,VenlaOlsen,Venla Olsen,"Espoo, Suomi","#AI #AIEthics #MachineLearning #AGI Lesbian. Feminist. Vegan. Bipolar. 24y. Interested: Science, Space, Astrophysics. FI/EN. She/her. #SuomenMileyCyrus",05-14-2019,246,1115,5381,06-25-2019,@jan_a_o Always!,4270,1,1,5
9.08344E+17,davlanade,David Adélaní 🇳🇬,"Saarbrücken, Germany","PhD Student @Saar_Uni  @compriseh2020 | interested in Secure ML, Privacy-preserving NLP, Low-resource NLP & Computational social science | Disciple of Jesus",09-14-2017,117,387,1316,06-22-2019,"RT @YeleBademosi: ""Nigeria is one of the fastest growing developer communities on GitHub and we are really impressed. Consistently, for two…",278,1,0,8
9.96841E+17,stxtistics,Issam-Eddine,,,05-16-2018,133,290,832,06-25-2019,RT @DataSciFact: Naive Bayes is called 'naive' because it assumes things are independent that definitely are not. And in the right setting…,1472,1,0,5
3114898754,psmrustham,MUHAMMED RUSTHAM,CHANGANACHERRY,"Engineering student who
loves #deeplearning",03-29-2015,65,378,3865,06-21-2019,"@ShashiTharoor I like the last word 
😍😍",275,1,0,9
3297775416,chhaviyadav_,Chhavi Yadav,"New York, USA",Machine Learning @NYUniversity,07-27-2015,181,672,1145,06-19-2019,@elhamazizi @DaphneKoller Thanks!,222,1,0,11
1.07391E+18,ATSDistributed,ATSDistributed,"Amsterdam, The Netherlands",Developing Data Science Platform N-Tray,12-15-2018,408,4553,514,06-25-2019,RT @AllianzNL: Wat zijn de gevolgen als je bedrijf het slachtoffer wordt van een cyberaanval? Grote kans dat je daar nog niet bij stil hebt…,738,1,0,5
143703089,pradiptadeb90,Pradipta Deb,"Saarbrücken, Germany",I am a CS Master Student @ Saarland University.,05-14-2010,15,163,82,06-25-2019,RT @gregd_nlp: Over the past two years at UT I've developed some NLP course materials. I talked to a couple folks at NAACL who had found th…,100,1,0,5
435959815,MCamaraD,Marcos Cámara,"Newcastle Upon Tyne, England",MRC @DiMeN_DTP PhD student. Data Scientist. Artificial Intelligence for Data driven Solutions. #DataScience #AI #MachineLearning #DeepLearning #Genomics,12-13-2011,213,256,359,06-24-2019,RT @appliedmldays: #AMLD2019 Opening keynote was made by @JeffDean (@Google): Using Deep Learning to Solve Challenging Problems. You can wa…,1584,1,0,6
573507667,Mavilisarah,Figuigui Sarah,Aïn Sefra,Computer Science,05-07-2012,59,119,898,06-14-2019,"RT @_ColeMurray: I just published, “Building a Facial Recognition Pipeline with Deep Learning in Tensorflow” https://t.co/V1XCe9g4Ru",187,1,0,16
1.00227E+18,wikidatach,WikiDataCH,cloud ,- + ≠ #medienlǝsɥɔǝʍ #SmartSetting #CommunityCare #VE4Phabricator [[WP:WikiDienstag]] Learning from @Wikipedia (2001-08) + @Wikidata (since 12) https://t.co/sos31SQrbJ,05-31-2018,88,174,39,06-25-2019,"RT @Swisscom_News_d: «Gut ausgebildete Leute zu finden, ist in gewissen Fachgebieten sehr schwierig», sagt Hans Werner, Leiter Human Resour…",776,1,0,5
7.76107E+17,rzshokri,Reza Shokri,Singapore,Privacy Researcher working on trustworthy machine learning and data privacy. Assistant Prof. in Computer Science Dept. at National University of Singapore (NUS),09-14-2016,472,164,566,06-24-2019,RT @TomRistenpart: I'm excited to announce that we're looking to hire a director for our computer security clinic for IPV victims. Please s…,92,1,0,6
1017884084,flowinsider,FlowInsider,,"Be inside the leading flows of sustainable advancement: science & technology, sport & culture, and politics & finance",12-17-2012,720,4999,79,06-25-2019,#bigquery combined with Kaggle https://t.co/GTSCwLmRan,83,1,0,5
949195922,Rahul_Pareek_,Rahul Pareek,"Hyderabad, India",Programmer and a Physics lover,11-15-2012,58,861,959,06-24-2019,"RT @Nationfirst0012: जिसके हाथो में इतनी राखी हो जो महाकाल का भक्त हो वो भला अपने किसी बहन के साथ अन्याय होते देख सकता है?
बहुत ही सराहनीय…",102,1,0,6
1.00581E+18,amArunava,Arunava,Internet,Computer Vision Intern @opencvlibrary,06-10-2018,156,116,596,06-23-2019,@D_Berthelot_ML @_arohan_ @robinanil Silent Bugs.,454,1,0,7
2666299808,jenngeorge_,jenn (they/them),"Berkeley, CA","data eng during the day, studies ml @gtomscs at night . posts about tech things",07-21-2014,227,346,694,06-13-2019,RT @histoftech: Dazzle camouflage for your face thwarts facial recognition https://t.co/BFjAAnKGMB cc @JanetAbbateVT via @oncomouse https:/…,435,1,0,17
1.07636E+18,RISHABH68462618,RISHABH,Random Forest,"If you torture data long enough, it will tell you whatever you want to hear.",12-22-2018,11,279,905,06-25-2019,"RT @insydium: X-Particles Public Release
Create realistic fluid simulations with ease and precision! 
Public Release - 8th July!

Available…",71,1,0,5
2357533651,JonathanLu11,Jonathan Lu,"Fremont, CA","Princeton CS '18, ML and Data Science research in healthcare. Climate activist. Nice to meet you! Retweet =/= endorse.",02-23-2014,137,1018,3676,06-25-2019,"RT @AndrewYang: I will give $1,000/mo for the next 12 months FREE to someone who retweets this and follows me by July 4th 😃 Let's show why…",490,1,0,5
21548681,justinlapre,Justin LaPre,"Troy, NY","Director, Distributed Computing @ Lucd. Computer Science Ph.D. from and former lecturer at RPI.",02-22-2009,90,111,89,06-24-2019,"RT @FreedomofPress: Must read: ""I'm a journalist, but I didn't fully realize the terrible power of US border officials until they violated…",2186,1,0,6
9.20574E+17,ManalSlamani,Manal Slamani,Algeria,"Computer Science Student 
Women Techmakers Algiers Lead",10-18-2017,118,579,338,06-20-2019,Another awesome GDG Algiers' season ! ❤️ https://t.co/BqxagUlVha,25,1,0,10
1730798886,10SQ10,سيف محمد,Kingdom of Saudi Arabia,"#DataViz , #DataAnalysis , #BusinessIntelligence, #ML",09-05-2013,386,1261,2346,06-25-2019,"RT @ADABEIYAT1: تداوَيتُ مِن ليلى بليلى عنِ الهوى
كما يتداوى شاربُ الخمرِ بالخمرِ
ألَا زعمَت ليلى بأنْ لا أحبّها
بلى واللّيالي العشرِ والشّ…",13262,1,0,5
406574362,risin_developer,Rising Odegua,"Lagos, Nigeria","Make Machines Intelligent, Improve People's Life.
Raising The Next Million, African Data Scientists with @DatascienceNig | Researcher | Tutor | Writer | Speaker",11-06-2011,1343,581,11945,06-25-2019,@aigehi I actually slept 😂😂,3955,1,0,5
2225488212,rajivjk,Rajiv,San Francisco Bay Area,Hacker. Dreamer. Data Scientist. Recovering Academic. Silicon Valley.,12-01-2013,26,810,23,06-25-2019,"RT @yaroslavvb: My summary of interesting optimization papers from ICLR 2019: part I https://t.co/i7SF4aypKc, part II https://t.co/EzlhWwxi…",286,1,0,5
177578185,salshareef,Sarah Al-Shareef,Makkah Al Mukarrama,"PhD @ Computer Science & Assistant Prof at UQU. KAU & SheffieldU Alumni. Interested in speech recognition, assistive & Arabic technologies.",08-12-2010,919,500,1990,06-25-2019,"RT @AhadAljurf: كان يوم جميل في مقر شركة #وادي_مكة للتقنية.. 
سعدت بتقديم ورشة عمل ""ثقافة #أمن_المعلومات للمشاريع الريادية"" ضمن #جلسات_الري…",1249,1,0,5
46365764,Me_Dewet,Ghadeer,"Doha, Qatar","PhD candidate , Computer Engineering @HBKU ,
From Gaza, Palestine",06-11-2009,92,480,1393,06-15-2019,"Just in the past week, I met more than 5 people who 've been in Palestine few weeks ago. That because they're 1) fo… https://t.co/nXbmN22qjk",311,1,0,15
2809941110,HananHA_,Hanan,Hogwarts-Gryffindor,Painter. Coder. Bookworm. INTP. CS student at UQU. #ML #DL,09-14-2014,219,874,5764,06-25-2019,"RT @Raspberry_Pi: Raspberry Pi 4 is here! A tiny, dual-display desktop computer, with three RAM variants to choose from, and all the hackab…",4340,1,0,5
88209303,4Elemento,João Almeida,Portugal,Pharmacist | health informatics | cheminformatics | python&R | interoperability,11-07-2009,178,2275,765,06-04-2019,RT @PyViz_org: We are very happy to announce the formal release of Panel: A high-level app and dashboarding solution for Python from @anaco…,63,1,0,26
190494762,shivamb45,Shivam Bharadwaj,"Chennai, India",Reticent. Computer Science Enthusiast. Developer. Learner. Small-town Guy.... And I know less than Jon Snow!!,09-14-2010,56,277,228,06-23-2019,"Great session on Cloud Firestore by @ChrisEsplin !
-----------------------------------------------------------… https://t.co/S1E4dhnPch",262,1,0,7
22171193,coust3au,coust3au,"Geneva, Switzerland",#marketresearch & #datascience is my religion,02-27-2009,120,452,106,06-25-2019,"RT @DataScienceLA: In the last 5 years I gave about 50 talks at various data science and machine learning conferences and meetups, many of…",309,1,0,5
175133975,alshedivat,Maruan Al-Shedivat,"Pittsburgh, PA",Machine Learning PhD @CarnegieMellon [learn ⇌ imagine ⇌ build],08-05-2010,563,185,1917,06-25-2019,@LerrelPinto @nyuniversity Congrats Lerrel!,401,1,0,5
1962917666,kostas_mns,KostasX,Berlin / Athens,I love the smell of npm install in the morning.  https://t.co/QW1R12QPLT   [ Favorite toys: WP JS ML NLP CV AST AI ],10-15-2013,241,1677,1956,06-23-2019,"RT @IMAC2: Wow! I had no idea you could use the property ""document.designMode"" to make your whole document editable! ✍️

Great to test diff…",1399,1,0,7
233279573,soupwaylee,Stefan 🍜,pays rent in Munich,"Playing the {Intern @JetBrains, CS Master's @TU_Muenchen, Life} Jenga. Views are my own. He/His",01-02-2011,93,616,3795,06-24-2019,"@FlySWISS Hi Joaane, I already managed to ""resolve"" this by booking over the Lufthansa website. Thank you for getting back to me!",1467,1,0,6
9.35376E+17,MichaelJKanaan,Michael Kanaan,"Washington, DC",Forbes 30 Under 30; U.S. Air Force Co-chair for Artificial Intelligence. Views are my own. #AI #MachineLearning #Technology,11-28-2017,365,971,426,06-25-2019,This is thoughtful and a great summary! Big fan of @LindsayPGorman and her thoughts on #AI and #technology https://t.co/tb1mgLSRMG,307,1,0,5
2475685752,UtpalKant_AI,utpal kant,"Marseille, France","Researcher, Explorer and Continuous Learner, Interested in #automation #deeplearning #AI #RPA #DLT #Blockchain #cryptocurrency #cricket #teaching #startup",05-03-2014,360,2845,153,06-23-2019,#exponentialtechnology #singularityuniversity                https://t.co/cNwIC8QSIx,73,1,0,7
363523893,Hisah111,Haruna Isah,"Kingston, Ontario","SOSCIP Postdoctoral Fellow in Streaming Analytics, Big Data, & Machine Learning",08-28-2011,395,1640,243,06-20-2019,Leaders Prize offers $1 million for an AI solution to fake news at #TrueNorth19 https://t.co/8lUV7ko3v6 via @betakit,807,1,0,10
274785194,Abenexer,abenezer,🇸🇪 Stockholm,I make dope stuff at @epidemicsound,03-31-2011,667,1017,5499,06-21-2019,From killing us at the Y to making it to the league. 👏🏾 for @MarialShayok https://t.co/2pgMolluv0,9188,1,0,9
107979160,iyunbo,iyunbo,Paris,I'm a code enthusiast and I'm passionate about software craft. I mainly design applications based on data techlologies.,01-24-2010,45,329,253,06-02-2019,https://t.co/NhTGfKpHhz,217,1,0,28
2338833066,PalanUnnati,Unnati,,"Learning to understand data better through Python. I like cats, and books with happy endings.",02-11-2014,350,116,14919,06-25-2019,"RT @AksharPathak: Friend: ""Dude, sorry won't be able to make it tonight""

Me: (YAAAAAAS OH MY GODDDD FUCKK WOW YES YES YES YES THANK GODDDD…",7962,1,0,5
1.01237E+18,skoularidou,Maria Skoularidou,"Cambridge, England","PhD student @MRC_BSU, University of Cambridge.  Interested in the foundations of machine learning and statistics. Chair of ""{Dis}Ability in AI""",06-28-2018,110,209,510,06-25-2019,"RT @acmeducation: 7/11, 2018 ACM AM Turing Award Co-Recipient @ylecun discuses ""The Power and Limits of Deep Learning."" Mehran Sahami moder…",223,1,0,5
724293313,neurogeneticus,Anastasios Mastrokolias,United States,"PhD Genetics, Also tweets #AI #Tech #Neuroscience #Politics #Sports   Science_does_work … ∞",07-29-2012,3297,1802,133,05-30-2019,#microbiome #research #nature #pregnancy #inflammatory https://t.co/DjnHbZCsWW,826,1,0,31
120619330,tarekatwan,Tarek Atwan,California,"Obsessed with Analytics, ML & Deep Learning, Python, Mobile/Web Dev. Neuro Research Group @brainphysique and Fit Spotting app @fitspotting advisor @Addospark",03-07-2010,146,518,470,06-23-2019,"RT @jeremyphoward: Would you like to train xresnet using 1cycle training on Imagenette, using fastai and the data blocks API?

IN SWIFT?!?…",313,1,0,7
3037269885,MCanhisares,Marcel Canhisares,"Toronto, Ontario",Helping tech become more human and empowering users data! Software Engineer @ Supports Health,02-14-2015,65,112,254,06-20-2019,"@vafjr87 Virgo, o swarm serve (tipo, é util nesse sentido) pra te dar recomendação de lugar pra ir comer? Tipo vc o… https://t.co/98ZXjS5me5",304,1,0,10
95834406,nimmoadam,Nirmal 👁🐝〽️,Chennai,தமிழன் from #Chennai | #IBM #Analytics | #DevOps | #WatsonDataPlatform ☁️ #HybridCloud | Football 🕹️⚽ Riding 🏍️ | Nature ❣️ | Sways to Music 🎶🎧 | ✍,12-10-2009,449,821,5353,06-25-2019,"RT @ThanthiTV: ஆண்டு முழுவதும் காலை இலவச உணவு - நடிகர் விஜய் பிறந்த நாளையொட்டி தொடக்கம்
#Vijay 
https://t.co/VtxFx5sRlY",8667,1,0,5
189907376,Balaaaji,think3r,Twitter ,"Investment Banker, think3r, techie & Data Analyst, Thala rasigan, Makkal Needhi Maiam, Visionary, A Common Man who pays tax without fail",09-12-2010,266,1769,11609,06-25-2019,"RT @Mass_Maharaja: @itisprashanth ஒரு வருடம் முன் #MNM நட்ட மரங்கள் 👇👇👇

https://t.co/RRFHoHQV1n",3573,1,0,5
7.58037E+17,makrouttch,Mohamed Akrout,"Toronto, Ontario","CS Grad Student @UofT, Tech writer @prescouter. Loves Mathematics. I study brains and sometimes use one.",07-26-2016,96,581,345,06-15-2019,All #ICML2019 talk recordings can be found here: https://t.co/fq4a0cu5QE https://t.co/rqBtQftJIp,530,1,0,15
285320418,jayneuner,Jay Neuner,"New York, USA","Comms Manager @SDSN_TReNDS. Data and tech ethics enthusiast. All about CSR, LGBTQIA+ rights, mental health. They/them.",04-20-2011,604,4097,7081,06-25-2019,"RT @graceelavery: So one thing I’ve been pushing for at my home institution, and haven’t spoken about here, is reform of databases that sto…",7499,1,0,5
286648158,NISHANTKUMAR3,Nishant Kumar,,"Data Science, BlockChain, AI and Football. My life revolves around this.",04-23-2011,12,109,77,05-28-2019,Maybe true for @elonmusk as well!! https://t.co/udJJNCsqbl,55,1,0,33
133806503,vsaifi,Vaseem Saifi,"Cashew Heights, Singapore","Human brain, Program machine-behaviour, Interested in everything, Inspired by SmartHardWork, Curious to know about the tiny unit of universe !!",04-16-2010,56,143,198,11-08-2017,You’re so powerful when you respect yourself.,397,1,0,599
195064449,ecancellieri,Emiliano Cancellieri,"London, England","Data Scientist and Physicist with interest in Art, Politics, and Economy.",09-25-2010,194,607,675,06-21-2019,Looking forward to hear ⁦@GBoddington⁩ discussing digital technology and art with Dr Yoichi Ochiai ⁦… https://t.co/pTTMByYaQU,435,1,0,9
8.46181E+17,j_asminewang,Jasmine Wang,"San Francisco, CA","techno-optimist; the post-human need not be anti-human. @OpenAI, prev @MILAMontreal, @LyftLevel5, @MSFTResearch | CS & Phil @mcgillu",03-27-2017,617,273,721,06-24-2019,@_vltn could you link to the graphic / relevant study? would like to read it!,409,1,0,6
3952096343,MaheshHalkeri,Mahesh HalKeri,"Toronto, Ontario",Data Science | Machine Learning | Cloud Architecture | Kubernetes DevOps,10-14-2015,106,797,223,06-22-2019,"Check out my @Harvard Final Capstone project on @github 
https://t.co/qeX82bd6Wc 
#DataScience #MachineLearning #BigData #Statistics #RStats",104,1,0,8
56047331,SangheeMoon,Sanghee Moon,"Kansas, USA",PhD Candidate in Rehabilitation Science at the University of Kansas Medical Center 👨🏻‍🎓👨🏻‍🔬,07-12-2009,7960,1060,1448,06-14-2019,10 Python image manipulation tools by @pandeyparul https://t.co/TbW6HOkYGq,194,1,0,16
495583290,ThiwankaCJayasi,Thiwanka C Jayasiri,New Zealand,Spatial Scientist| Quantitative Analyst | CV Developer from University of Cantebury & University of  Colombo,02-18-2012,16,161,31,06-09-2019,@sirajraval Yoshua Bengio,3,1,0,21
108434901,hsmcramer,Henriette Cramer,San Francisco,"Autonomous things, human (non-)decisions in data & machine learning. Leading Spotify’s Algorithmic Accountability effort.",01-25-2010,1096,967,5240,06-22-2019,"Meanwhile, in Amsterdam. Techno art &amp; woodcraft intermezzo ⚒ https://t.co/PBJsmeC1sk",2001,1,0,8
149145639,surya269,Suryateja M,"Chennai, India",Work @TCS. IITM Alumni,05-28-2010,41,572,109,05-06-2019,@raymondh Here is the link ..https://t.co/A1QSOmT1Ec. I'm the first viewer. Unless YouTube view counter is not thre… https://t.co/fR3U7ITgQC,13,1,0,55
9.59496E+17,ChristoffAldin,Christoffer Aldin,"Stockholm, Sweden",Digital at SE RC @Rodakorset Former @zalandotech Berlin. #humanitarian #tech #analytics #fundraising Views my own L/RT/F not endorsement,02-02-2018,69,794,104,06-19-2019,“Earth observation | why not AI on-board?” Processing and analysis at the observation point #earlywarning… https://t.co/dXlU4xchQh,35,1,0,11
1.02294E+18,JaronGubernick,Jaron Gubernick,"Flagstaff, AZ","Scientist, mathematician, student, teacher. Trying to refine and share my ideas about the world. #YangGang #Yang2020",07-27-2018,1078,4998,8812,06-25-2019,"RT @PerlebachStefan: It starts with one lucky person, 

if @AndrewYang becomes president millions will follow...

#Yang2020 https://t.co/Kd…",5369,1,0,5
15197091,fhr,Francine Bennett,"Hackney, London","Runs Mastodon C. Data nerd. Also likes coffee, running, sleeping a lot.",06-22-2008,1826,1078,51,05-23-2019,"RT @simoit: My amazing Mrs joins the latest @TheEconomist Babbage podcast, bringing her knowledge and insight to the table as well. #proud…",1965,1,0,38
101185619,milankalas,milan kalas,"Ispra, Lombardia",flood forecasting / risk assessment / #SMEM / social media analytics freelance consultant at KAJO and European Commission’s Joint Research Centre.,01-02-2010,126,235,274,06-25-2019,"RT @EU_ENV: 🚨 Alert by the Emergency Response Coordination Center @eu_echo 
By 27 June, the first heatwave for 2019 is expected to peak in…",683,1,0,5
547871798,ingmarweber,Ingmar Weber,"Doha, Qatar","Research Director for Social Computing @QatarComputing. Dad of https://t.co/VyCbCoOfHv. #DigitalDemography, #D4D, #Migration, #Gender. He/his.",04-07-2012,2409,2971,1894,06-25-2019,In 10 minutes at 14h00 in room S-107 (ground floor) in the Shaw Center. Learn how advertising data can help augment… https://t.co/cVgNmq7u7d,2407,1,0,5
1.06138E+18,Norah_T_Alharbi,Norah (ヌーラ),"Ontario, CA",Full stack developer |BSc. Mathematic |MSc. Systems Design for Object Recognition |Love #Data Science & obsessed with #AI. |Very serious movie buff 🎦. 日本語 🆗!,11-10-2018,18,289,126,06-22-2019,"RT @alosefer: مفاجئة❤️
مين متحمس لدورة دليل الشهادات الإحترافية🔥💪
اليوم سيتم اعلان عن دورة مباشرة لدليل وخطط اغلب الشهادات الإحترافية بمختل…",21,1,0,8
25956933,stucampo,Stuart Campo,"ÜT: 3.003555,34.111709","Team Lead, Data Policy + Senior Fellow @humdata @UNOCHA. Formerly @HHI_Signal @Harvard @UNICEFInnovate. #humanitarian #tech #data #ethics #systems #design",03-23-2009,2462,1272,3901,06-20-2019,"RT @maria_axente: Beautiful @BKCHarvard's visualisation of all available AI principles. 
No need for new ones, but a need to operationalise…",6126,1,0,10
1331241636,Mo3az_Tawfik,Mo3az Magdy,10th of Ramadan City,Data Scientist | Machine Learning Enthusiast,04-06-2013,41,336,127,06-17-2019,"RIP Mohmed Morsi.
#محمد_مرسي 
#Mohamed_morsi",468,1,0,13
8.15232E+17,aia_cubed,Leyli G,United States,"Aspiring mathemagician, operations researcher, and data scientist. Wingate '17 W&M '20",12-31-2016,75,204,1904,06-12-2019,I think @ChrisEvans is my soulmate! #HonestlySame https://t.co/7gVhEIkm6W,261,1,0,18
8.28656E+17,Jiminy_Kirket,James Kirk,"Boston, MA","Machine Learning @ Spotify, Recommendations, and Personalization.  A nervous little punk boy.",02-06-2017,243,646,2413,06-21-2019,The interns are already obstructing at a Senior Engineer level. The kids are alright. https://t.co/PV87Wulk7x,135,1,0,9
237791268,JonoCX,Jonathan,"Manchester, England",Data Science PhD Student at @csmcr (sponsored by @BBCRD); applying ML to interaction data. All views are my own,01-13-2011,65,286,1385,06-14-2019,"@tomlole Knee deep for some, neck deep for others...",1864,1,0,16
296545036,rolandalong,Roland Fernandez,"Redmond, WA","AI researcher at Microsoft, working in knowledge representation and autonomous learning",05-10-2011,103,598,323,06-25-2019,"RT @ProfFeynman: Fall in love with some activity, and do it! Nobody ever figures out what life is all about, and it doesn't matter. Explore…",687,1,0,5
1.1242E+18,mathondotio,mathondotio,Abu Dhabi,Early stage investor👨‍💼| Neuroscience background 👨‍🔬 | Data Science and tech enthusiast 👨‍💻| Getting Old 👴,05-03-2019,8,101,41,06-04-2019,"@ingnl Nou mooi, want die heb ik ook. Moet ik dan nog wat doen voordat ik in NL aan kom bij een ING branch? DigiD a… https://t.co/fkaHQLAire",72,1,0,26
2723963928,eredmil1,Elissa Redmiles,Washington DC,Soon-to-be Assistant Prof @PrincetonCS studying inequity in security & privacy | Postdoc @MSFTResearch | PhD Candidate @umdcs | Fellow @nsfgrfp @Facebook @ndseg,08-11-2014,3656,4728,10672,06-25-2019,"RT @i3program: As part of our program, scholars select their own research teams that will be led by a research advisor. Today, three of tho…",7556,1,0,5
1647021344,redshiftzero,Jennifer Helsby,"the bay area, ca","Lead dev @SecureDrop @FreedomOfPress | @lucyparsonslabs @torproject | Prev: @FordFoundation-@mozilla fellow, postdoc @Comp_Inst, mentor @datascifellows | Ⓥ",08-05-2013,1523,1202,1140,05-23-2019,RT @FreedomofPress: BREAKING: Trump’s Justice Dept has charged WikiLeaks publisher with violating the Espionage Act for publishing secret U…,667,1,0,38
337863371,fcdl94,Fabio Cermelli,"Piedmont, Italy",Software Engineering and Machine Learning student @ Polytechnic University of Turin. President of @HKNPoliTo Mu Nu Chapter @PoliTOnews.,07-18-2011,53,139,585,06-23-2019,@RobertoBurioni grazie per difendere i valori della scienza. https://t.co/FqnaaPuT2p,138,1,0,7
534511279,Er_Arunkumar93,ARUN KUMAR,"New Delhi, India","#AI #MachineLearning #DeepLearning
#Tensorflow",03-23-2012,118,206,2432,06-25-2019,"RT @MIT_CSAIL: Tim Berners-Lee: ""My message to all web users is this: I may have invented the web, but you make it what it is. 

And it’s u…",567,1,0,5
3343776953,Bilal_Dendani,Bilal Dendani,,"PhD Student in ML , DL, Speech Recognition. System and Network administrator (RHCSA,NCSA,LPIC2&1,DCTS).
Love Virtualization, OpenStack, storage,etc.",06-24-2015,69,311,701,06-21-2019,"RT @matvelloso: I want one for no reason at all. Would love to walk it around some park somewhere, call it rex or something https://t.co/Om…",394,1,0,9
177231885,MiezelKat,Katrin Hänsel,"London, England",researcher .. computer scientist .. syntactic sugar addict .. QS fan .. movie enthusiast .. gadget geek .. X Games lover ..I use Twitter mainly for bookmarking.,08-11-2010,99,284,430,02-02-2019,RT @enterrob: One of? https://t.co/icSeIhOSOE,248,1,0,148
1.09021E+18,TuXinming,Xinming Tu,Beijing,Bioinformatics; machine learning; undergraduate student in Gao Lab Peking University; Applying PhD 2020fall,01-29-2019,36,160,351,06-22-2019,"RT @humancellatlas: Great news that @cziscience has announced they will fund 38 Seed Networks for the #HumanCellAtlas, enabling these proje…",102,1,0,8
604721529,JTremoureux,🐼 Jordan Trémoureux,"Rennes, France",Data Scientist at @Wizdeo,06-10-2012,48,231,242,05-09-2019,"RT @creapills: Après le café Starbucks, c'est un Sunday qui a été oublié... (regardez en entier)

Crédits : https://t.co/hHPZX312br https:/…",38,1,0,52
61804792,grgrynwmn,Greg Newman,,Student at Stellenbosch University learning | code | robots | design.,07-31-2009,71,609,1847,06-07-2019,Surfing on misty mornings. https://t.co/iZ8cEq8rNt https://t.co/ErnJxT6LKn,270,1,0,23
9.62674E+17,the_siddha,The Guest,,Unlearning,02-11-2018,12,182,172,06-17-2019,"RT @jialaurenxo: My biological dad was a drug addict and physically abusive to my mother. 12 years ago, my stepdad brought the light into o…",13,1,0,13
82541893,kallumadi,Surya Kallumadi,,"Computer Science Ph.D. Candidate at K-State, Bayesian. Working in Machine learning, Information retrieval, Data Mining and AI.",10-15-2009,275,969,1778,06-24-2019,:P rofl https://t.co/uLydhgMzGN,2489,1,0,6
156031522,danaugrs,Daniel Salvadori,,Machine Learning + Computer Graphics,06-15-2010,41,295,1658,06-23-2019,RT @jaredpalmer: Modern web development https://t.co/p84IVkC2aQ,27,1,0,7
7.93628E+17,sudharsansai123,Sudharsan Krish,"Santa Clara, CA","IIT, UCLA, Machine Learning Engineer at SoundHound.",11-02-2016,11,188,873,06-04-2019,"@TheDjokovicRoar @rolandgarros @ThiemDomi I think Americans dont watch tennis. At least after I listened to their media, that's what I felt!",18,1,0,26
16640266,RebeccaFiebrink,Rebecca Fiebrink,"London, UK","Senior Lecturer in Computing at Goldsmiths. Tweets on creative and usable machine learning, LGBT equality, North American politics, cheese, donuts",10-08-2008,4588,904,1767,06-23-2019,@MatthewGuz Well deserved! Congrats!!,1460,1,0,7
1.03164E+18,ShashaFeng3,Shasha Feng,"Bethlehem, PA",Love arts & sciences. Computational structural biologist studying TRPV channels @Wonpil_Im group. Machine learning passionist. Undergrad @PKU1898.,08-20-2018,121,233,165,06-19-2019,"RT @AndrewPlested: The first, a labour of love over 5 years, sterling work from Mette Poulsen and Anahita Poshtiban to identify the moving…",82,1,0,11
9.75528E+17,PengRocMind,Peng Liu,United States,A Ph.D. student at the University of Florida working on deep learning in neuroscience and medical image.,03-19-2018,13,119,126,06-22-2019,"RT @ndrewwhitehead: I don't have PhD students going on the market, but if I did, here's some of what I would tell them after serving on a d…",59,1,0,8
9.13112E+17,Ahmedtronic,Ahmed Hafez,,"A dreamer who'll always believe that it's all about the journey ,and that our value in the world is what we give to ,not what we take from
#Programmer #Engineer",09-27-2017,17,163,22,06-25-2019,"@sirajraval hey , can you make a video of what algorithms to use for each type of data and when does any additional… https://t.co/twT6FQs2yT",31,1,0,5
1.12434E+18,AntoineIrenge,Antoine-Glorieux Irenge,Bukavu,"Young, programmer.
More interested in web development and artificial intelligence.",05-03-2019,11,103,96,06-25-2019,"RT @DalithSteiger: Top 5 Career Paths To Pick In The World Of Machine Learning
#DL #Research #Telco
Machine Learning domain offers the tren…",61,1,0,5
1327544364,d116626,Diego Oliveira,,"PhD student in physics, data science lover and politics/economics enthusiast.",04-04-2013,15,359,26,05-09-2019,"@CristianoFaria Não consigo te enviar mensagem, parece que a opção está bloqueada. Você pode me enviar uma mensagem… https://t.co/bnQRvYZyMA",3,1,0,52
2248304294,itsfarseen,Farseen Abdul Salam,"Kannur, Kerala","Math. Systems Programming. Puzzles. Algorithms. Rust. C. Typescript. INFP-T. Hufflepuff. 

“Everyone you will ever meet knows something you don't” - Bill Nye",12-16-2013,24,219,1801,05-21-2019,"RT @870South: If a woman has sex with 100 random men in a year, she can still only produce one full term pregnancy. If a guy has sex with 1…",407,1,0,40
1.02089E+18,teow_matthew,Matthew Teow,,"Machine Learning, Signal Processing.",07-22-2018,85,143,15446,06-25-2019,@PyImageSearch A great tutorial. Practical and useful.,138,1,0,5
